year_decimal	gt	gt_err	year	month	eqe	eqe_err	eqe_min	eqe_max
2005.9583333333335	0.320886285861	0.0247621531196	2005	12	4.2409666580138025e+19	1.4940750813416071e+19	3.0023744672545513e+19	5.990524629937766e+19
2006.0416666666667	0.140673856641	0.0251569731511	2006	1	3.575452121849735e+20	1.2596170520914885e+20	2.5312262569308484e+20	5.0504603611138254e+20
2006.125	0.279955711196	0.0249351241328	2006	2	1.7346336943616353e+21	6.111043040397372e+20	1.2280266113740067e+21	2.450235219453481e+21
2006.2083333333335	0.187718873823	0.0242519357136	2006	3	6.101555034541887e+19	2.1495527009903124e+19	4.319570164891748e+19	8.618675566872373e+19
2006.2916666666667	0.13630390449	0.0237679933708	2006	4	1.2632722087642413e+20	4.4504559461686346e+19	8.943282347242853e+19	1.784419423958012e+20
2006.375	0.104095019236	0.0233976585726	2006	5	1.0767723383733939e+21	3.7934245863537685e+20	7.622964376928972e+20	1.5209813549636507e+21
2006.4583333333335	0.239129926867	0.0234564121615	2006	6	6.311955204506684e+21	2.2236758140453082e+21	4.468522078252041e+21	8.915873706342657e+21
2006.5416666666667	0.113612307841	0.0234261158247	2006	7	8.943282347242853e+19	3.1506815256773853e+19	6.3313590362876305e+19	1.2632722087642402e+20
2006.625	0.301593563541	0.0231407022206	2006	8	7.684279804888008e+19	2.7071401169460314e+19	5.44005349389865e+19	1.0854333727790712e+20
2006.7083333333335	0.241317572585	0.0229590068275	2006	9	6.521591030617496e+19	2.2975296519095656e+19	4.616932877603076e+19	9.211992181422208e+19
2006.7916666666667	0.291758832148	0.0230022315276	2006	10	4.945558418252423e+19	1.7422998556396863e+19	3.5011872336272757e+19	6.985786944906648e+19
2006.875	0.326833670972	0.0229524226111	2006	11	3.5922118909317056e+21	1.2655214496908276e+21	2.543091264799661e+21	5.074134164181317e+21
2006.9583333333335	0.388985662659	0.0230126847306	2006	12	7.799454636799458e+19	2.747715735721857e+19	5.521591030617511e+19	1.1017022502061225e+20
2007.0416666666667	0.509223143279	0.0226791184266	2007	1	2.0474148110522434e+21	7.212958028289502e+20	1.449458684370087e+21	2.8920502900279875e+21
2007.125	0.268945467897	0.0220573133446	2007	2	1.4125375446227612e+19	4.976311574844414e+18	1e+19	1.9952623149688828e+19
2007.2083333333335	0.201047675396	0.0220721366633	2007	3	9.854333727790724e+19	3.4716411736213864e+19	6.976334020503884e+19	1.3919616367746657e+20
2007.2916666666667	0.378820338676	0.0213112780446	2007	4	1.8235426971954087e+21	6.424265794435875e+20	1.2909693651239746e+21	2.5758225240111495e+21
2007.375	0.242105643401	0.0222605773037	2007	5	3.225825174824516e+20	1.1364449190758133e+20	2.2837093336772483e+20	4.556599171828874e+20
2007.4583333333335	0.246232821919	0.0222954293093	2007	6	3.5330208736296624e+19	1.244668698155245e+19	2.5011872336272757e+19	4.9905246299377656e+19
2007.5416666666667	0.286434614112	0.0222981019504	2007	7	5.813645246233355e+19	2.0481232687232033e+19	4.1157456439758004e+19	8.211992181422208e+19
